lon,lat,depth
-113.344813,-13.057968,0.0
-113.340005,-10.105946,0.0
-113.311145,-15.077846,0.0
-113.268916,-20.047083,0.0
-113.26586,-9.6428238,0.0
-113.24218,-17.20177,0.0
-113.229339,-10.058646,0.0
-113.226329,1.494006,0.0
-113.19740300000001,1.5697805,0.0
-113.160943,-16.829560999999998,0.0
-113.159527,1.534061,0.0
-113.06545700000001,-16.705513,0.0
-113.043313,0.48721716,0.0
-113.008808,-9.2816353,0.0
-112.990601,-0.67009727,0.0
-112.90632500000001,-0.064828819,0.0
-112.88702500000001,-13.243868,0.0
-112.88188600000001,26.815435,0.0
-112.87808100000001,1.5226567,0.0
-112.849509,-15.27826,0.0
-112.833036,-9.3845348,0.0
-112.821533,-16.296837999999997,0.0
-112.818759,35.865597,0.0
-112.787411,-26.840131,0.0
-112.765389,-9.0279442,0.0
-112.742087,0.7737629099999999,0.0
-112.740089,1.1053292,0.0
-112.73983,30.407541,0.0
-112.728517,30.403517,0.0
-112.708768,30.388965,0.0
-112.70848000000001,30.412047,0.0
-112.701725,30.128964,0.0
-112.69961,30.39572,0.0
-112.697681,30.303731,0.0
-112.697126,25.78028,0.0
-112.690486,0.76274633,0.0
-112.68682700000001,30.498021,0.0
-112.684472,30.156253,0.0
-112.68116,-20.148601,0.0
-112.676186,30.29131,0.0
-112.675068,30.535952,0.0
-112.67322300000001,30.517284,0.0
-112.666484,30.479352,0.0
-112.665611,30.2757,0.0
-112.665158,30.056852,0.0
-112.664742,30.474945,0.0
-112.662048,30.316641,0.0
-112.661592,30.432835,0.0
-112.649908,30.421555,0.0
-112.646305,30.32855,0.0
-112.633578,30.290041,0.0
-112.62829500000001,30.548082,0.0
-112.622341,30.305523,0.0
-112.62106800000001,30.434612,0.0
-112.613847,30.263181,0.0
-112.608473,30.473744,0.0
-112.605642,-0.55830176,0.0
-112.602824,30.338249,0.0
-112.60042200000001,30.368191,0.0
-112.590796,30.563149,0.0
-112.58956,30.267671,0.0
-112.58832600000001,30.188083,0.0
-112.585632,30.296443,0.0
-112.580436,30.503154,0.0
-112.578102,30.476789,0.0
-112.574008,30.336992,0.0
-112.573976,30.420089,0.0
-112.563873,30.497475,0.0
-112.56347600000001,30.394364,0.0
-112.561474,30.419241,0.0
-112.560666,-26.798353,0.0
-112.555589,30.452476,0.0
-112.55292,30.22575,0.0
-112.551282,30.330035,0.0
-112.54696200000001,30.453103,0.0
-112.546552,30.474943,0.0
-112.545668,30.582141,0.0
-112.541318,30.431317,0.0
-112.53673,30.44082,0.0
-112.53315,30.276973,0.0
-112.526647,30.322915,0.0
-112.525699,30.341755,0.0
-112.52289400000001,30.362345,0.0
-112.522733,30.365833,0.0
-112.518985,30.336602,0.0
-112.518938,30.400985,0.0
-112.51565000000001,30.419027,0.0
-112.515075,30.34985,0.0
-112.515024,-8.962068999999998,0.0
-112.513525,30.300924,0.0
-112.509377,30.300766,0.0
-112.509294,30.338881,0.0
-112.50323300000001,30.309672,0.0
-112.50199,30.335935,0.0
-112.498453,30.23309,0.0
-112.497798,30.321121,0.0
-112.491817,30.291111,0.0
-112.490759,30.326801,0.0
-112.489884,30.226106,0.0
-112.485198,30.292589,0.0
-112.475745,30.293098,0.0
-112.47520800000001,30.375711,0.0
-112.470748,-1.32343,0.0
-112.466587,30.466903,0.0
-112.464417,30.342194,0.0
-112.463285,30.331078,0.0
-112.46100200000001,-16.228843999999995,0.0
-112.459996,30.328658,0.0
-112.454764,30.361195,0.0
-112.454753,30.357837,0.0
-112.450723,30.278572,0.0
-112.450586,30.353405,0.0
-112.44649,30.368927,0.0
-112.434509,30.302738,0.0
-112.42735900000001,-2.2103425,0.0
-112.413105,30.358894,0.0
-112.410735,30.18387,0.0
-112.402885,30.573934,0.0
-112.40097200000001,30.239872,0.0
-112.399004,30.075081,0.0
-112.398487,30.352209,0.0
-112.38755,-1.1050737,0.0
-112.382542,30.421164,0.0
-112.37996700000001,30.428008,0.0
-112.37944,30.659422,0.0
-112.36819200000001,-3.8442745,0.0
-112.34532,30.317828,0.0
-112.340379,30.392279,0.0
-112.330453,30.408155,0.0
-112.297668,39.636799,0.0
-112.286693,-20.359278,0.0
-112.258201,-7.900497599999999,0.0
-112.255054,30.994245,0.0
-112.240983,30.758754,0.0
-112.209472,-2.103715,0.0
-112.16074900000001,-5.7603244,0.0
-112.111143,-20.454556,0.0
-112.065572,29.917345,0.0
-112.036865,-7.5789777,0.0
-112.02194300000001,-8.074101799999998,0.0
-112.018708,-7.9532026,0.0
-112.00014800000001,30.334834,0.0
-111.992727,-8.0707877,0.0
-111.97899,-2.2226056,0.0
-111.969989,-2.0511786,0.0
-111.958966,-16.120801999999998,0.0
-111.95266600000001,-1.0094876,0.0
-111.94880500000001,-2.0807545,0.0
-111.946922,-8.033832399999998,0.0
-111.915211,-2.902935,0.0
-111.913031,-5.0885834,0.0
-111.90521600000001,-7.3781675,0.0
-111.89648100000001,-8.3118452,0.0
-111.86327200000001,-8.0290421,0.0
-111.862852,-8.038956199999998,0.0
-111.860995,-8.1562414,0.0
-111.86044,-2.2079497,0.0
-111.846377,-2.3510817,0.0
-111.75898600000001,-8.0596113,0.0
-111.7474,-2.1286247,0.0
-111.737887,-8.063040199999998,0.0
-111.710774,-18.128752,0.0
-111.709124,29.585632,0.0
-111.64664400000001,-3.4670072,0.0
-111.603796,30.704241,0.0
-111.574399,30.029653,0.0
-111.553949,-5.1127704,0.0
-111.542457,-5.1188223,0.0
-111.51029700000001,-5.3232043,0.0
-111.47761,-7.5909639,0.0
-111.459537,-2.4052015,0.0
-111.456886,-5.0646774,0.0
-111.447542,-4.8427249,0.0
-111.43438400000001,-21.001698,0.0
-111.405387,6.5964517,0.0
-111.37661700000001,29.593954,0.0
-111.343219,-21.867592,0.0
-111.328682,-23.371271,0.0
-111.312233,-5.023148,0.0
-111.303878,-25.977936,0.0
-111.09706200000001,29.798021,0.0
-111.071416,39.795772,0.0
-111.067539,-5.3372591,0.0
-111.03504000000001,36.089912,4.565814285714286
-110.97586,-21.603051,0.0
-110.963836,37.257839,0.0
-110.962912,36.033642,0.0
-110.961574,4.1130728,0.0
-110.90144000000001,36.162879,0.0
-110.821105,-4.8357389,0.0
-110.773042,-21.418619,0.0
-110.76305500000001,-24.250407,0.0
-110.760054,-4.8454056,0.0
-110.73012700000001,35.898351999999996,0.0
-110.72364300000001,41.210829,0.0
-110.706954,-24.070659,0.0
-110.671661,-21.437008,0.0
-110.61958800000001,34.122391,0.0
-110.577301,33.800309,0.0
-110.557072,-6.802559,0.0
-110.551714,38.292213,0.0
-110.539991,-4.1601098,0.0
-110.516558,-23.847814,0.0
-110.515308,-23.672976,0.0
-110.51096100000001,35.324479,0.0
-110.49989000000001,-24.140362,0.0
-110.496116,34.350103,0.0
-110.494142,36.651367,0.0
-110.493761,-23.664288,0.0
-110.487863,-23.696583,0.0
-110.46964100000001,34.274792999999995,0.0
-110.468292,30.283979,0.0
-110.46267300000001,-21.952613,0.0
-110.461292,-25.7075,0.0
-110.442986,33.907579,0.0
-110.432185,-23.846715,0.0
-110.426334,33.547926,0.0
-110.42470800000001,-23.781632,0.0
-110.403384,34.505748,0.0
-110.401589,34.342352999999996,0.0
-110.398977,-23.732525,0.0
-110.398426,-24.215348,0.0
-110.394352,35.417324,0.0
-110.392728,-23.975739,0.0
-110.38414,29.246943,0.0
-110.294734,-25.712413,0.0
-110.28846200000001,-22.671052,0.0
-110.278542,-22.736375,0.0
-110.266211,36.668533,0.0
-110.233376,36.457005,0.0
-110.22474,35.885099,14.714852857142857
-110.21097400000001,36.108597,18.654578571428576
-110.169922,35.606684,0.0
-110.154195,30.011908,0.0
-110.129785,-23.999575,0.0
-110.08706000000001,-25.56467,0.0
-110.047894,-25.352137,0.0
-110.0439,36.112313,24.291787142857142
-110.028819,31.150347,0.0
-110.014863,31.43979,0.0
-110.007732,-25.497393,0.0
-110.000758,30.473453,0.0
-109.971472,-25.483389,0.0
-109.94503,36.345906,30.170344285714286
-109.939837,-25.326738,0.0
-109.936006,-25.410373,0.0
-109.90728800000001,31.752128,0.0
-109.864192,36.31886,31.388318571428574
-109.84440500000001,36.205071,28.34627857142857
-109.839583,36.431635,33.271255714285715
-109.81821500000001,35.990832,16.587891428571428
-109.813312,36.276922,26.515772857142856
-109.747523,36.518267,31.779472857142856
-109.73312200000001,37.258558,0.0
-109.73306600000001,36.461815,30.65986142857143
-109.731134,38.41141,0.0
-109.73058300000001,-26.421931,0.0
-109.725407,36.18309,25.27386142857143
-109.693149,36.503853,33.92404
-109.667968,37.394339,0.0
-109.63295600000001,36.513193,30.081847142857146
-109.607456,38.554727,0.0
-109.541431,-25.980702,0.0
-109.50111,30.078019,0.0
-109.469161,36.174149,19.91082
-109.457031,-25.910613,0.0
-109.434355,38.522699,0.0
-109.40956200000001,36.246356,19.524632857142855
-109.396952,38.684309,0.0
-109.395369,38.791233,0.0
-109.360682,-24.303858,0.0
-109.356195,36.521307,30.9672
-109.340438,36.636048,40.88841714285714
-109.338117,35.856967,8.724410857142857
-109.330444,-26.041949,0.0
-109.30672100000001,36.338422,24.748365714285715
-109.280602,36.451037,29.756834285714287
-109.25724000000001,36.462076,30.59099714285714
-109.234018,36.337967,25.855608571428572
-109.232412,36.330053,27.856961428571427
-109.21894,36.417757,34.16392285714286
-109.21804800000001,38.673162,0.0
-109.209624,36.431274,27.691664285714285
-109.200526,36.212737,20.505747142857143
-109.19389,36.389177,32.039702857142856
-109.18878000000001,-26.139606,0.0
-109.170879,40.000883,0.0
-109.167936,36.323319,24.92449857142857
-109.16700800000001,36.420221,25.93204857142857
-109.154157,36.241461,21.784072857142856
-109.151356,36.241128,23.192957142857143
-109.147189,36.286366,21.059204285714284
-109.13702500000001,36.225263,21.65931142857143
-109.131511,36.321941,22.814385714285716
-109.130284,36.012385,10.18247557142857
-109.12373000000001,36.067646,17.005795714285714
-109.123472,36.305329,24.285772857142856
-109.121673,36.13264,15.925717142857142
-109.110449,36.545561,32.46196428571428
-109.104147,36.297459,22.46760857142857
-109.082651,-22.103989,0.0
-109.082507,36.116116,13.488508
-109.08223600000001,36.294882,23.564772857142856
-109.07970900000001,36.276889,22.925381428571423
-109.061186,36.364223,15.737588571428573
-109.059832,36.336016,22.92433857142857
-109.05731800000001,36.299537,25.457361428571428
-109.055287,36.506928,29.432871428571428
-109.055164,36.455613,28.384278571428574
-109.045671,36.338063,24.691832857142856
-109.04346000000001,36.085313,15.821681428571427
-109.036941,36.549934,32.5953
-109.027017,36.354216,23.725124285714287
-109.026346,36.342674,23.97339285714286
-109.023661,36.173721,18.358792857142863
-109.021703,36.132693,12.715449142857143
-109.02150300000001,36.43414,28.528611428571427
-109.020988,36.319473,24.375922857142857
-109.020382,35.903647,0.0
-109.018555,36.29658,23.684638571428568
-108.998401,36.486704,27.942362857142857
-108.996404,36.594233,31.781422857142854
-108.991394,36.124356,9.937558428571426
-108.989435,36.378261,24.07817857142857
-108.969127,36.163214,18.002918571428573
-108.963041,36.502949,33.54817428571429
-108.95789400000001,38.821021,0.0
-108.955202,36.448099,28.571371428571428
-108.95191200000001,36.193635,13.628562857142857
-108.951488,36.481536,27.62546
-108.945772,-25.953127,0.0
-108.945274,36.043155,14.012612
-108.944901,36.543462,30.022395714285715
-108.929333,36.469338,26.591754285714284
-108.928746,36.276661,21.40187142857143
-108.92712,36.358109,21.294425714285715
-108.927104,36.426389,24.499521428571427
-108.925974,21.242011,0.0
-108.925849,36.42867,19.412822857142856
-108.900096,36.40141,23.25971142857143
-108.898848,36.534063,31.927124285714285
-108.898087,36.563752,30.691714285714287
-108.89692600000001,36.092567,14.100738714285715
-108.887193,36.373363,27.850961428571427
-108.882585,36.402506,26.324704285714287
-108.88025900000001,36.391499,0.0
-108.87263300000001,36.446148,30.754147142857143
-108.845833,36.453571,26.739155714285715
-108.841848,36.312306,19.429685714285714
-108.83626100000001,36.371653,32.87523142857143
-108.834095,36.341112,29.540158571428574
-108.830453,36.23501,14.085510571428575
-108.80596700000001,36.129545,14.872320000000002
-108.804499,36.676229,36.25494571428571
-108.76371900000001,-25.972061,0.0
-108.75828,36.483855,28.14483142857143
-108.743791,36.23211,13.988997142857142
-108.74221,36.355648,19.85886
-108.736661,36.189299,10.714456428571426
-108.723432,36.35142,14.780837142857143
-108.72154,36.598317,8.592924
-108.713869,36.390723,21.709521428571428
-108.70541200000001,36.48128,33.71745571428571
-108.66576500000001,36.108424,16.498184285714284
-108.665701,36.404564,30.201628571428568
-108.650717,36.139323,4.132944571428571
-108.626185,36.658241,31.441229999999997
-108.612829,36.807097,12.658258857142854
-108.602582,38.829383,0.0
-108.569861,36.323444,17.698778571428573
-108.56745000000001,36.385888,25.664575714285714
-108.56360500000001,36.643307,24.772699999999997
-108.55239999999999,36.485923,20.992372857142858
-108.543364,36.732796,0.0
-108.538621,36.769974,13.062152571428571
-108.53519,41.480206,0.0
-108.523027,36.584725,26.791787142857142
-108.51454100000001,36.695674,14.627941428571429
-108.507368,41.487100000000005,0.0
-108.47977300000001,38.16264,0.0
-108.465432,36.57017,31.658225714285717
-108.456571,36.325202,12.761421142857143
-108.334053,-6.7579757,0.0
-108.310231,36.909271,17.221967142857142
-108.265538,39.174352,0.0
-108.253887,37.174728,16.72181714285714
-108.226121,37.074721,18.832055714285712
-108.203232,36.43468,27.295665714285715
-108.160135,37.109233,18.55166857142857
-108.127635,36.253295,0.0
-108.113106,37.063358,23.29785
-108.07355,40.176001,0.0
-108.029077,39.156654,0.0
-108.019251,37.178245,15.420497142857142
-107.86055600000002,38.458241,0.0
-107.851456,35.875181999999995,0.0
-107.74891800000002,35.559583,27.273028571428572
-107.647283,21.147837,0.0
-107.29680400000001,39.12849,0.0
-106.920559,-27.515062,0.0
-106.887052,40.223326,0.0
-106.861312,-29.211468,0.0
-106.837836,39.497636,2.9180164285714283
-106.811318,-27.339079,0.0
-106.806246,-27.331317,0.0
-106.78656000000001,40.402019,0.0
-106.781835,34.547025999999995,0.0
-106.780592,42.694417,0.0
-106.77028400000002,35.973464,12.278374142857142
-106.69374100000002,-27.420212,0.0
-106.586843,39.370248,0.0
-106.57789300000002,39.694363,0.0
-106.55430100000001,39.586024,0.0
-106.52735400000002,34.483191,0.0
-106.52652000000002,34.434311,0.0
-106.525413,38.200082,20.63154
-106.523666,39.500175,0.0
-106.507712,17.171913999999997,0.0
-106.455697,34.260796,0.0
-106.40204800000001,39.34748,0.0
-106.38220100000001,39.349164,0.0
-106.380557,34.848815,0.0
-106.374737,39.413724,0.0
-106.363125,34.915671,0.0
-106.347386,39.319505,0.0
-106.339982,39.378842,0.0
-106.327601,39.436268,0.0
-106.30536700000002,39.262965,0.0
-106.26536500000002,36.320586,12.25005414285714
-106.262086,39.437001,0.0
-106.253281,39.485184,0.0
-106.25067200000001,39.366489,0.0
-106.23566000000001,39.260948,0.0
-106.23472200000002,39.352052,0.0
-106.22815200000001,34.831361,0.0
-106.226346,39.421735,0.0
-106.214062,39.383808,0.0
-106.21332800000002,39.376323,0.0
-106.210667,39.426405,0.0
-106.20584200000002,39.413594,0.0
-106.202849,39.394803,0.0
-106.19885700000002,39.35298,0.0
-106.19510800000002,39.439978,0.0
-106.18945000000001,39.439172,0.0
-106.187323,39.411012,0.0
-106.18703000000001,39.409748,0.0
-106.18465000000002,39.323889,0.0
-106.18233200000002,39.428524,0.0
-106.180109,34.241544,0.0
-106.17976500000002,39.420014,0.0
-106.17970300000002,39.321984,0.0
-106.17710800000002,39.451341,0.0
-106.17665000000001,39.517127,0.0
-106.172934,17.4359,0.0
-106.17016000000001,39.429756,0.0
-106.168544,39.428908,0.0
-106.16666200000002,39.451011,0.0
-106.16370100000002,39.341946,0.0
-106.160747,39.472307,0.0
-106.15888700000001,39.44867,0.0
-106.158435,39.419756,0.0
-106.156099,39.479891,0.0
-106.15589,39.503858,0.0
-106.153193,39.435665,0.0
-106.15034,39.276328,0.0
-106.146574,39.452717,0.0
-106.14539100000002,39.45984,0.0
-106.141028,39.458003,0.0
-106.140468,39.436835,0.0
-106.13973200000001,39.403771,0.0
-106.13855600000001,39.410351,0.0
-106.138155,39.387099,0.0
-106.136007,39.342705,0.0
-106.135885,39.584542,0.0
-106.13472300000001,39.427612,0.0
-106.13230300000001,39.443547,0.0
-106.131017,39.454572,0.0
-106.123267,39.40723,0.0
-106.122012,39.489341,0.0
-106.121264,39.462041,0.0
-106.120508,39.393825,0.0
-106.117548,39.461041,0.0
-106.117396,39.392451,0.0
-106.11190100000002,39.395222,0.0
-106.108729,39.500002,0.0
-106.107912,39.431533,0.0
-106.103127,39.520427,0.0
-106.10037900000002,39.431755,0.0
-106.098622,39.402222,0.0
-106.09120500000002,39.47123,0.0
-106.09114800000002,39.348016,0.0
-106.090483,39.403969,0.0
-106.08940700000001,39.459964,0.0
-106.08685900000002,39.502032,0.0
-106.086813,39.319331,0.0
-106.08568700000001,39.469196,0.0
-106.08359,39.465027,0.0
-106.083295,42.83227,0.0
-106.08321600000001,39.558606,2.7952515714285715
-106.08024500000002,39.454701,0.0
-106.079757,39.420971,0.0
-106.07951200000001,39.406273,0.0
-106.07350800000002,39.464701,0.0
-106.07068200000002,39.439322,0.0
-106.067729,39.383195,0.0
-106.06725300000001,39.447879,0.0
-106.060728,39.507039,0.0
-106.05943,39.52847,0.0
-106.05497800000002,39.424786,0.0
-106.05339100000002,39.406568,0.0
-106.051717,39.46276,0.0
-106.05072900000002,34.536235999999995,0.0
