daynum,lon,lat,elev
0,119.905,-39.173,46.03174603174603
0,119.917,-38.929,58.73015873015873
0,119.931,-38.613,46.03174603174603
0,119.9373,-38.5055,42.06349206349206
0,119.94,-38.853,46.03174603174603
0,119.946,-39.458,57.142857142857146
0,119.9597,-38.6824,46.301587301587304
0,120.0021,-38.6924,51.63492063492063
0,120.03299999999999,-38.45,33.333333333333336
0,120.042,-38.71,46.03174603174603
0,120.056,-38.931999999999995,18.253968253968253
0,120.068,-38.747,57.93650793650794
0,120.079,-38.849000000000004,42.857142857142854
0,120.118,-38.678000000000004,31.746031746031747
0,120.14,-39.001,38.095238095238095
0,120.154,-39.172,26.19047619047619
0,120.165,-41.993,30.952380952380953
0,120.19200000000001,-38.375,22.22222222222222
0,120.194,-39.3,20.634920634920636
0,120.197,-38.925,55.55555555555556
0,120.215,-38.805,39.682539682539684
0,120.27600000000001,-39.194,49.20634920634921
0,120.29299999999999,-39.494,22.22222222222222
0,120.29899999999999,-39.454,30.158730158730158
0,120.303,-41.583,31.746031746031747
0,120.305,-38.945,25.396825396825395
0,120.322,-39.435,53.17460317460318
0,120.367,-39.325,28.571428571428573
0,120.375,-38.903,0.7936507936507936
0,120.37799999999999,-38.912,12.698412698412698
0,120.508,-39.417,33.333333333333336
0,120.527,-39.282,23.80952380952381
0,120.55799999999999,-39.075,7.936507936507937
0,120.615,-39.675,26.19047619047619
0,120.645,-39.917,28.571428571428573
0,120.678,-39.623000000000005,21.904761904761905
0,120.715,-40.14,34.92063492063492
0,120.792,-41.236999999999995,17.46031746031746
0,120.875,-39.786,26.984126984126984
0,121.04299999999999,-40.125,15.873015873015873
0,121.198,-40.77,30.952380952380953
0,121.242,-39.85,10.317460317460318
0,121.321,-39.813,0.7936507936507936
0,121.368,-40.115,22.22222222222222
0,121.507,-40.468,50.0
0,121.6131,-41.5869,25.396825396825395
0,121.78200000000001,-40.778,13.492063492063492
0,121.93799999999999,-41.17,4.761904761904762
0,122.2464,-41.3504,26.19047619047619
0,122.478,-41.045,9.523809523809524
0,122.48299999999999,-41.093,14.761904761904763
0,122.523,-41.196999999999996,8.73015873015873
0,122.5277,-41.3023,32.53968253968254
0,122.5277,41.3023,32.53968253968254
0,122.62799999999999,-41.083,21.428571428571427
0,122.667,-39.538000000000004,0.0
0,122.71799999999999,-41.272,12.698412698412698
0,122.8,-41.008,20.634920634920636
0,122.811,-41.225,17.46031746031746
0,122.885,-41.023,25.396825396825395
0,122.94200000000001,-41.08,0.0
1,118.177,-36.483000000000004,80.15873015873017
1,118.26799999999999,-36.2,50.79365079365079
1,118.288,-36.367,60.317460317460316
1,118.29299999999999,-36.126999999999995,40.476190476190474
1,118.345,-36.563,88.88888888888889
1,118.35,-35.967,64.28571428571429
1,118.397,-36.65,100.0
1,118.42200000000001,-36.797,84.12698412698413
1,118.475,-37.128,74.60317460317461
1,118.54499799999999,-36.121666,33.333333333333336
1,118.557,-37.1,96.82539682539682
1,118.56200000000001,-37.176,71.42857142857143
1,118.56200000000001,-37.162,80.95238095238095
1,118.572,-36.348,61.111111111111114
1,118.574,-36.927,82.53968253968254
1,118.712,-36.736999999999995,76.19047619047619
1,118.7354,-37.4578,73.01587301587301
1,118.765,-36.562,24.603174603174605
1,118.77,-37.067,82.53968253968254
1,118.84200000000001,-36.717,39.682539682539684
1,118.91799999999999,-37.03,63.492063492063494
1,118.93700000000001,-37.183,73.01587301587301
1,119.03299999999999,-37.61,66.66666666666667
1,119.1,-37.3,65.07936507936508
1,119.14299999999999,-37.7244,69.04761904761905
1,119.17,-37.78,89.68253968253968
1,119.2,-37.165,38.888888888888886
1,119.221,-37.228,30.158730158730158
1,119.234,-38.077,66.66666666666667
1,119.238,-37.555,44.44444444444444
1,119.257,-37.897,74.60317460317461
1,119.29,-37.465,28.571428571428573
1,119.35,-37.873000000000005,55.55555555555556
1,119.37700000000001,-38.44,65.07936507936508
1,119.43,-38.092,65.07936507936508
1,119.448,-37.838,48.41269841269841
1,119.49,-37.41,32.53968253968254
1,119.52,-37.403,28.571428571428573
1,119.5356,-38.3975,66.87301587301587
1,119.55,-37.637,49.20634920634921
1,119.552,-38.305,33.333333333333336
1,119.601,-38.318000000000005,57.93650793650794
1,119.615,-38.67,51.58730158730159
1,119.62100000000001,-38.282,71.42857142857143
1,119.631,-38.501,44.44444444444444
1,119.6516,-37.8595,44.44444444444444
1,119.6531,-38.3319,65.87301587301587
1,119.662,-38.158,52.38095238095238
1,119.758,-38.243,47.61904761904762
1,119.805,-38.49,57.142857142857146
1,119.80799999999999,-38.561,57.142857142857146
1,119.818,-38.667,16.666666666666668
1,119.87700000000001,-38.032,25.396825396825395
1,119.8873,-38.8365,54.87301587301587
1,119.89200000000001,-38.205,52.38095238095238
1,119.8942,-38.7194,48.07936507936508
1,119.902,-39.326,60.317460317460316
1,119.905,-39.173,46.03174603174603
1,119.917,-38.929,58.73015873015873
1,119.9373,-38.5055,42.06349206349206
1,119.94,-38.853,46.03174603174603
1,119.946,-39.458,57.142857142857146
1,119.9597,-38.6824,46.301587301587304
1,120.0021,-38.6924,51.63492063492063
1,120.03299999999999,-38.45,33.333333333333336
1,120.042,-38.71,46.03174603174603
1,120.056,-38.931999999999995,18.253968253968253
1,120.068,-38.747,57.93650793650794
1,120.079,-38.849000000000004,42.857142857142854
1,120.118,-38.678000000000004,31.746031746031747
1,120.14,-39.001,38.095238095238095
1,120.154,-39.172,26.19047619047619
1,120.165,-41.993,30.952380952380953
1,120.19200000000001,-38.375,22.22222222222222
1,120.194,-39.3,20.634920634920636
1,120.197,-38.925,55.55555555555556
1,120.215,-38.805,39.682539682539684
1,120.22,-39.137,26.19047619047619
1,120.27600000000001,-39.194,49.20634920634921
1,120.29299999999999,-39.494,22.22222222222222
1,120.29899999999999,-39.454,30.158730158730158
1,120.303,-41.583,31.746031746031747
1,120.305,-38.945,25.396825396825395
1,120.322,-39.435,53.17460317460318
1,120.367,-39.325,28.571428571428573
1,120.375,-38.903,0.7936507936507936
1,120.37799999999999,-38.912,12.698412698412698
1,120.508,-39.417,33.333333333333336
1,120.527,-39.282,23.80952380952381
1,120.55799999999999,-39.075,7.936507936507937
1,120.615,-39.675,26.19047619047619
1,120.645,-39.917,28.571428571428573
1,120.678,-39.623000000000005,21.904761904761905
1,120.715,-40.14,34.92063492063492
1,120.792,-41.236999999999995,17.46031746031746
1,120.875,-39.786,26.984126984126984
1,121.04299999999999,-40.125,15.873015873015873
1,121.198,-40.77,30.952380952380953
1,121.242,-39.85,10.317460317460318
1,121.321,-39.813,0.7936507936507936
1,121.368,-40.115,22.22222222222222
1,121.507,-40.468,50.0
1,121.6131,-41.5869,25.396825396825395
1,121.78200000000001,-40.778,13.492063492063492
1,121.93799999999999,-41.17,4.761904761904762
1,122.2464,-41.3504,26.19047619047619
1,122.478,-41.045,9.523809523809524
1,122.48299999999999,-41.093,14.761904761904763
1,122.523,-41.196999999999996,8.73015873015873
1,122.5277,-41.3023,32.53968253968254
1,122.5277,41.3023,32.53968253968254
1,122.62799999999999,-41.083,21.428571428571427
1,122.667,-39.538000000000004,0.0
1,122.71799999999999,-41.272,12.698412698412698
1,122.8,-41.008,20.634920634920636
1,122.811,-41.225,17.46031746031746
1,122.885,-41.023,25.396825396825395
1,122.94200000000001,-41.08,0.0
2,118.177,-36.483000000000004,80.15873015873017
2,118.26799999999999,-36.2,50.79365079365079
2,118.288,-36.367,60.317460317460316
2,118.29299999999999,-36.126999999999995,40.476190476190474
2,118.345,-36.563,88.88888888888889
2,118.35,-35.967,64.28571428571429
2,118.397,-36.65,100.0
2,118.42200000000001,-36.797,84.12698412698413
2,118.475,-37.128,74.60317460317461
2,118.54499799999999,-36.121666,33.333333333333336
2,118.557,-37.1,96.82539682539682
2,118.56200000000001,-37.176,71.42857142857143
2,118.56200000000001,-37.162,80.95238095238095
2,118.572,-36.348,61.111111111111114
2,118.574,-36.927,82.53968253968254
2,118.712,-36.736999999999995,76.19047619047619
2,118.7354,-37.4578,73.01587301587301
2,118.765,-36.562,24.603174603174605
2,118.77,-37.067,82.53968253968254
2,118.84200000000001,-36.717,39.682539682539684
2,118.91799999999999,-37.03,63.492063492063494
2,118.93700000000001,-37.183,73.01587301587301
2,119.03299999999999,-37.61,66.66666666666667
2,119.1,-37.3,65.07936507936508
2,119.14299999999999,-37.7244,69.04761904761905
2,119.17,-37.78,89.68253968253968
2,119.2,-37.165,38.888888888888886
2,119.221,-37.228,30.158730158730158
2,119.234,-38.077,66.66666666666667
2,119.238,-37.555,44.44444444444444
2,119.257,-37.897,74.60317460317461
2,119.29,-37.465,28.571428571428573
2,119.35,-37.873000000000005,55.55555555555556
2,119.37700000000001,-38.44,65.07936507936508
2,119.43,-38.092,65.07936507936508
2,119.448,-37.838,48.41269841269841
2,119.49,-37.41,32.53968253968254
2,119.52,-37.403,28.571428571428573
2,119.5356,-38.3975,66.87301587301587
2,119.55,-37.637,49.20634920634921
2,119.552,-38.305,33.333333333333336
2,119.601,-38.318000000000005,57.93650793650794
2,119.615,-38.67,51.58730158730159
2,119.62100000000001,-38.282,71.42857142857143
2,119.631,-38.501,44.44444444444444
2,119.6516,-37.8595,44.44444444444444
2,119.6531,-38.3319,65.87301587301587
2,119.662,-38.158,52.38095238095238
2,119.758,-38.243,47.61904761904762
2,119.805,-38.49,57.142857142857146
2,119.80799999999999,-38.561,57.142857142857146
2,119.818,-38.667,16.666666666666668
2,119.87700000000001,-38.032,25.396825396825395
2,119.8873,-38.8365,54.87301587301587
2,119.89200000000001,-38.205,52.38095238095238
2,119.8942,-38.7194,48.07936507936508
2,119.902,-39.326,60.317460317460316
2,119.905,-39.173,46.03174603174603
2,119.917,-38.929,58.73015873015873
2,119.931,-38.613,46.03174603174603
2,119.9373,-38.5055,42.06349206349206
2,119.94,-38.853,46.03174603174603
2,119.946,-39.458,57.142857142857146
2,119.9597,-38.6824,46.301587301587304
2,120.0021,-38.6924,51.63492063492063
2,120.03299999999999,-38.45,33.333333333333336
2,120.042,-38.71,46.03174603174603
2,120.056,-38.931999999999995,18.253968253968253
2,120.068,-38.747,57.93650793650794
2,120.079,-38.849000000000004,42.857142857142854
2,120.118,-38.678000000000004,31.746031746031747
2,120.14,-39.001,38.095238095238095
2,120.154,-39.172,26.19047619047619
2,120.165,-41.993,30.952380952380953
2,120.19200000000001,-38.375,22.22222222222222
2,120.194,-39.3,20.634920634920636
2,120.197,-38.925,55.55555555555556
2,120.215,-38.805,39.682539682539684
2,120.22,-39.137,26.19047619047619
2,120.27600000000001,-39.194,49.20634920634921
2,120.29299999999999,-39.494,22.22222222222222
2,120.29899999999999,-39.454,30.158730158730158
2,120.303,-41.583,31.746031746031747
2,120.305,-38.945,25.396825396825395
2,120.322,-39.435,53.17460317460318
2,120.367,-39.325,28.571428571428573
2,120.375,-38.903,0.7936507936507936
2,120.37799999999999,-38.912,12.698412698412698
2,120.508,-39.417,33.333333333333336
2,120.527,-39.282,23.80952380952381
2,120.55799999999999,-39.075,7.936507936507937
2,120.615,-39.675,26.19047619047619
2,120.645,-39.917,28.571428571428573
2,120.678,-39.623000000000005,21.904761904761905
2,120.792,-41.236999999999995,17.46031746031746
2,120.875,-39.786,26.984126984126984
2,121.04299999999999,-40.125,15.873015873015873
2,121.198,-40.77,30.952380952380953
2,121.242,-39.85,10.317460317460318
2,121.321,-39.813,0.7936507936507936
2,121.368,-40.115,22.22222222222222
2,121.507,-40.468,50.0
2,121.6131,-41.5869,25.396825396825395
2,121.78200000000001,-40.778,13.492063492063492
2,121.93799999999999,-41.17,4.761904761904762
2,122.2464,-41.3504,26.19047619047619
2,122.478,-41.045,9.523809523809524
2,122.48299999999999,-41.093,14.761904761904763
2,122.523,-41.196999999999996,8.73015873015873
2,122.5277,-41.3023,32.53968253968254
2,122.5277,41.3023,32.53968253968254
2,122.62799999999999,-41.083,21.428571428571427
2,122.667,-39.538000000000004,0.0
2,122.71799999999999,-41.272,12.698412698412698
2,122.8,-41.008,20.634920634920636
2,122.811,-41.225,17.46031746031746
2,122.885,-41.023,25.396825396825395
2,122.94200000000001,-41.08,0.0
3,118.177,-36.483000000000004,80.15873015873017
3,118.26799999999999,-36.2,50.79365079365079
3,118.288,-36.367,60.317460317460316
3,118.29299999999999,-36.126999999999995,40.476190476190474
3,118.345,-36.563,88.88888888888889
3,118.35,-35.967,64.28571428571429
3,118.397,-36.65,100.0
3,118.42200000000001,-36.797,84.12698412698413
3,118.475,-37.128,74.60317460317461
3,118.54499799999999,-36.121666,33.333333333333336
3,118.557,-37.1,96.82539682539682
3,118.56200000000001,-37.176,71.42857142857143
3,118.56200000000001,-37.162,80.95238095238095
3,118.572,-36.348,61.111111111111114
3,118.574,-36.927,82.53968253968254
3,118.712,-36.736999999999995,76.19047619047619
3,118.7354,-37.4578,73.01587301587301
3,118.765,-36.562,24.603174603174605
3,118.77,-37.067,82.53968253968254
3,118.84200000000001,-36.717,39.682539682539684
3,118.91799999999999,-37.03,63.492063492063494
3,118.93700000000001,-37.183,73.01587301587301
3,119.03299999999999,-37.61,66.66666666666667
3,119.1,-37.3,65.07936507936508
3,119.14299999999999,-37.7244,69.04761904761905
3,119.17,-37.78,89.68253968253968
3,119.2,-37.165,38.888888888888886
3,119.221,-37.228,30.158730158730158
3,119.234,-38.077,66.66666666666667
3,119.238,-37.555,44.44444444444444
3,119.257,-37.897,74.60317460317461
3,119.29,-37.465,28.571428571428573
3,119.35,-37.873000000000005,55.55555555555556
3,119.37700000000001,-38.44,65.07936507936508
3,119.43,-38.092,65.07936507936508
3,119.448,-37.838,48.41269841269841
3,119.49,-37.41,32.53968253968254
3,119.52,-37.403,28.571428571428573
3,119.5356,-38.3975,66.87301587301587
3,119.55,-37.637,49.20634920634921
3,119.552,-38.305,33.333333333333336
3,119.601,-38.318000000000005,57.93650793650794
3,119.615,-38.67,51.58730158730159
3,119.62100000000001,-38.282,71.42857142857143
3,119.631,-38.501,44.44444444444444
3,119.6516,-37.8595,44.44444444444444
3,119.6531,-38.3319,65.87301587301587
3,119.662,-38.158,52.38095238095238
3,119.758,-38.243,47.61904761904762
3,119.805,-38.49,57.142857142857146
3,119.80799999999999,-38.561,57.142857142857146
3,119.818,-38.667,16.666666666666668
3,119.87700000000001,-38.032,25.396825396825395
3,119.8873,-38.8365,54.87301587301587
3,119.89200000000001,-38.205,52.38095238095238
3,119.8942,-38.7194,48.07936507936508
3,119.902,-39.326,60.317460317460316
3,119.905,-39.173,46.03174603174603
3,119.917,-38.929,58.73015873015873
3,119.9373,-38.5055,42.06349206349206
3,119.94,-38.853,46.03174603174603
3,119.946,-39.458,57.142857142857146
3,119.9597,-38.6824,46.301587301587304
3,120.0021,-38.6924,51.63492063492063
3,120.03299999999999,-38.45,33.333333333333336
3,120.042,-38.71,46.03174603174603
3,120.056,-38.931999999999995,18.253968253968253
3,120.068,-38.747,57.93650793650794
3,120.079,-38.849000000000004,42.857142857142854
3,120.118,-38.678000000000004,31.746031746031747
3,120.14,-39.001,38.095238095238095
3,120.154,-39.172,26.19047619047619
3,120.165,-41.993,30.952380952380953
3,120.19200000000001,-38.375,22.22222222222222
3,120.194,-39.3,20.634920634920636
3,120.197,-38.925,55.55555555555556
3,120.215,-38.805,39.682539682539684
3,120.22,-39.137,26.19047619047619
3,120.27600000000001,-39.194,49.20634920634921
3,120.29299999999999,-39.494,22.22222222222222
3,120.29899999999999,-39.454,30.158730158730158
3,120.303,-41.583,31.746031746031747
3,120.305,-38.945,25.396825396825395
3,120.322,-39.435,53.17460317460318
3,120.367,-39.325,28.571428571428573
3,120.375,-38.903,0.7936507936507936
3,120.37799999999999,-38.912,12.698412698412698
3,120.508,-39.417,33.333333333333336
3,120.527,-39.282,23.80952380952381
3,120.55799999999999,-39.075,7.936507936507937
3,120.615,-39.675,26.19047619047619
3,120.645,-39.917,28.571428571428573
3,120.678,-39.623000000000005,21.904761904761905
3,120.792,-41.236999999999995,17.46031746031746
3,120.875,-39.786,26.984126984126984
3,121.04299999999999,-40.125,15.873015873015873
3,121.198,-40.77,30.952380952380953
3,121.242,-39.85,10.317460317460318
3,121.321,-39.813,0.7936507936507936
3,121.368,-40.115,22.22222222222222
3,121.507,-40.468,50.0
3,121.6131,-41.5869,25.396825396825395
3,121.78200000000001,-40.778,13.492063492063492
3,121.93799999999999,-41.17,4.761904761904762
3,122.2464,-41.3504,26.19047619047619
3,122.478,-41.045,9.523809523809524
3,122.48299999999999,-41.093,14.761904761904763
3,122.523,-41.196999999999996,8.73015873015873
3,122.5277,-41.3023,32.53968253968254
3,122.5277,41.3023,32.53968253968254
3,122.62799999999999,-41.083,21.428571428571427
3,122.667,-39.538000000000004,0.0
3,122.71799999999999,-41.272,12.698412698412698
3,122.8,-41.008,20.634920634920636
3,122.811,-41.225,17.46031746031746
3,122.885,-41.023,25.396825396825395
3,122.94200000000001,-41.08,0.0
4,118.177,-36.483000000000004,80.15873015873017
4,118.26799999999999,-36.2,50.79365079365079
4,118.288,-36.367,60.317460317460316
4,118.29299999999999,-36.126999999999995,40.476190476190474
4,118.345,-36.563,88.88888888888889
4,118.35,-35.967,64.28571428571429
4,118.397,-36.65,100.0
4,118.42200000000001,-36.797,84.12698412698413
4,118.475,-37.128,74.60317460317461
4,118.54499799999999,-36.121666,33.333333333333336
4,118.557,-37.1,96.82539682539682
4,118.56200000000001,-37.176,71.42857142857143
4,118.56200000000001,-37.162,80.95238095238095
4,118.572,-36.348,61.111111111111114
4,118.574,-36.927,82.53968253968254
4,118.712,-36.736999999999995,76.19047619047619
4,118.7354,-37.4578,73.01587301587301
4,118.765,-36.562,24.603174603174605
4,118.77,-37.067,82.53968253968254
4,118.84200000000001,-36.717,39.682539682539684
4,118.91799999999999,-37.03,63.492063492063494
4,118.93700000000001,-37.183,73.01587301587301
4,119.03299999999999,-37.61,66.66666666666667
4,119.1,-37.3,65.07936507936508
4,119.14299999999999,-37.7244,69.04761904761905
4,119.17,-37.78,89.68253968253968
4,119.2,-37.165,38.888888888888886
4,119.221,-37.228,30.158730158730158
4,119.234,-38.077,66.66666666666667
4,119.238,-37.555,44.44444444444444
4,119.257,-37.897,74.60317460317461
4,119.29,-37.465,28.571428571428573
4,119.35,-37.873000000000005,55.55555555555556
4,119.37700000000001,-38.44,65.07936507936508
4,119.43,-38.092,65.07936507936508
4,119.448,-37.838,48.41269841269841
4,119.49,-37.41,32.53968253968254
4,119.52,-37.403,28.571428571428573
4,119.5356,-38.3975,66.87301587301587
4,119.55,-37.637,49.20634920634921
4,119.552,-38.305,33.333333333333336
4,119.601,-38.318000000000005,57.93650793650794
4,119.615,-38.67,51.58730158730159
4,119.62100000000001,-38.282,71.42857142857143
4,119.631,-38.501,44.44444444444444
4,119.6516,-37.8595,44.44444444444444
4,119.6531,-38.3319,65.87301587301587
4,119.662,-38.158,52.38095238095238
4,119.758,-38.243,47.61904761904762
4,119.805,-38.49,57.142857142857146
4,119.80799999999999,-38.561,57.142857142857146
4,119.818,-38.667,16.666666666666668
4,119.87700000000001,-38.032,25.396825396825395
4,119.8873,-38.8365,54.87301587301587
4,119.89200000000001,-38.205,52.38095238095238
4,119.8942,-38.7194,48.07936507936508
4,119.902,-39.326,60.317460317460316
4,119.905,-39.173,46.03174603174603
4,119.917,-38.929,58.73015873015873
4,119.9373,-38.5055,42.06349206349206
4,119.94,-38.853,46.03174603174603
4,119.946,-39.458,57.142857142857146
4,119.9597,-38.6824,46.301587301587304
4,120.0021,-38.6924,51.63492063492063
4,120.03299999999999,-38.45,33.333333333333336
4,120.042,-38.71,46.03174603174603
4,120.056,-38.931999999999995,18.253968253968253
4,120.068,-38.747,57.93650793650794
4,120.079,-38.849000000000004,42.857142857142854
4,120.118,-38.678000000000004,31.746031746031747
4,120.14,-39.001,38.095238095238095
4,120.154,-39.172,26.19047619047619
4,120.165,-41.993,30.952380952380953
4,120.19200000000001,-38.375,22.22222222222222
4,120.194,-39.3,20.634920634920636
4,120.197,-38.925,55.55555555555556
4,120.215,-38.805,39.682539682539684
4,120.22,-39.137,26.19047619047619
4,120.27600000000001,-39.194,49.20634920634921
4,120.29299999999999,-39.494,22.22222222222222
4,120.29899999999999,-39.454,30.158730158730158
4,120.303,-41.583,31.746031746031747
4,120.305,-38.945,25.396825396825395
4,120.322,-39.435,53.17460317460318
4,120.367,-39.325,28.571428571428573
4,120.375,-38.903,0.7936507936507936
4,120.37799999999999,-38.912,12.698412698412698
4,120.508,-39.417,33.333333333333336
4,120.527,-39.282,23.80952380952381
4,120.55799999999999,-39.075,7.936507936507937
4,120.615,-39.675,26.19047619047619
4,120.645,-39.917,28.571428571428573
4,120.678,-39.623000000000005,21.904761904761905
4,120.792,-41.236999999999995,17.46031746031746
4,120.875,-39.786,26.984126984126984
4,121.04299999999999,-40.125,15.873015873015873
4,121.198,-40.77,30.952380952380953
4,121.242,-39.85,10.317460317460318
4,121.321,-39.813,0.7936507936507936
4,121.368,-40.115,22.22222222222222
4,121.507,-40.468,50.0
4,121.6131,-41.5869,25.396825396825395
4,121.78200000000001,-40.778,13.492063492063492
4,121.93799999999999,-41.17,4.761904761904762
4,122.2464,-41.3504,26.19047619047619
4,122.478,-41.045,9.523809523809524
4,122.48299999999999,-41.093,14.761904761904763
4,122.523,-41.196999999999996,8.73015873015873
4,122.5277,-41.3023,32.53968253968254
4,122.5277,41.3023,32.53968253968254
4,122.62799999999999,-41.083,21.428571428571427
4,122.667,-39.538000000000004,0.0
4,122.71799999999999,-41.272,12.698412698412698
4,122.8,-41.008,20.634920634920636
4,122.811,-41.225,17.46031746031746
4,122.885,-41.023,25.396825396825395
4,122.94200000000001,-41.08,0.0
5,118.177,-36.483000000000004,80.15873015873017
5,118.26799999999999,-36.2,50.79365079365079
5,118.288,-36.367,60.317460317460316
5,118.29299999999999,-36.126999999999995,40.476190476190474
5,118.345,-36.563,88.88888888888889
5,118.35,-35.967,64.28571428571429
5,118.397,-36.65,100.0
5,118.42200000000001,-36.797,84.12698412698413
5,118.475,-37.128,74.60317460317461
5,118.54499799999999,-36.121666,33.333333333333336
5,118.557,-37.1,96.82539682539682
5,118.56200000000001,-37.176,71.42857142857143
5,118.56200000000001,-37.162,80.95238095238095
5,118.572,-36.348,61.111111111111114
5,118.574,-36.927,82.53968253968254
5,118.712,-36.736999999999995,76.19047619047619
5,118.7354,-37.4578,73.01587301587301
5,118.765,-36.562,24.603174603174605
5,118.77,-37.067,82.53968253968254
5,118.84200000000001,-36.717,39.682539682539684
5,118.91799999999999,-37.03,63.492063492063494
5,118.93700000000001,-37.183,73.01587301587301
5,119.03299999999999,-37.61,66.66666666666667
5,119.1,-37.3,65.07936507936508
5,119.14299999999999,-37.7244,69.04761904761905
5,119.17,-37.78,89.68253968253968
5,119.2,-37.165,38.888888888888886
5,119.221,-37.228,30.158730158730158
5,119.234,-38.077,66.66666666666667
5,119.238,-37.555,44.44444444444444
5,119.257,-37.897,74.60317460317461
5,119.29,-37.465,28.571428571428573
5,119.35,-37.873000000000005,55.55555555555556
5,119.37700000000001,-38.44,65.07936507936508
5,119.43,-38.092,65.07936507936508
5,119.448,-37.838,48.41269841269841
5,119.49,-37.41,32.53968253968254
5,119.52,-37.403,28.571428571428573
5,119.5356,-38.3975,66.87301587301587
5,119.55,-37.637,49.20634920634921
5,119.552,-38.305,33.333333333333336
5,119.601,-38.318000000000005,57.93650793650794
5,119.615,-38.67,51.58730158730159
5,119.62100000000001,-38.282,71.42857142857143
5,119.631,-38.501,44.44444444444444
5,119.6516,-37.8595,44.44444444444444
5,119.6531,-38.3319,65.87301587301587
5,119.662,-38.158,52.38095238095238
5,119.758,-38.243,47.61904761904762
5,119.805,-38.49,57.142857142857146
5,119.80799999999999,-38.561,57.142857142857146
5,119.818,-38.667,16.666666666666668
5,119.87700000000001,-38.032,25.396825396825395
5,119.8873,-38.8365,54.87301587301587
5,119.89200000000001,-38.205,52.38095238095238
5,119.8942,-38.7194,48.07936507936508
5,119.902,-39.326,60.317460317460316
5,119.905,-39.173,46.03174603174603
5,119.917,-38.929,58.73015873015873
5,119.9373,-38.5055,42.06349206349206
5,119.94,-38.853,46.03174603174603
5,119.946,-39.458,57.142857142857146
5,119.9597,-38.6824,46.301587301587304
5,120.0021,-38.6924,51.63492063492063
5,120.03299999999999,-38.45,33.333333333333336
5,120.042,-38.71,46.03174603174603
5,120.056,-38.931999999999995,18.253968253968253
5,120.068,-38.747,57.93650793650794
5,120.079,-38.849000000000004,42.857142857142854
5,120.118,-38.678000000000004,31.746031746031747
5,120.14,-39.001,38.095238095238095
5,120.154,-39.172,26.19047619047619
5,120.165,-41.993,30.952380952380953
5,120.19200000000001,-38.375,22.22222222222222
5,120.194,-39.3,20.634920634920636
5,120.197,-38.925,55.55555555555556
5,120.215,-38.805,39.682539682539684
5,120.22,-39.137,26.19047619047619
5,120.27600000000001,-39.194,49.20634920634921
5,120.29299999999999,-39.494,22.22222222222222
5,120.29899999999999,-39.454,30.158730158730158
5,120.303,-41.583,31.746031746031747
5,120.305,-38.945,25.396825396825395
5,120.322,-39.435,53.17460317460318
5,120.367,-39.325,28.571428571428573
5,120.375,-38.903,0.7936507936507936
5,120.37799999999999,-38.912,12.698412698412698
5,120.508,-39.417,33.333333333333336
5,120.527,-39.282,23.80952380952381
5,120.55799999999999,-39.075,7.936507936507937
5,120.615,-39.675,26.19047619047619
5,120.645,-39.917,28.571428571428573
